client_id,last_name,first_name,patronymic,birth_date,passport_series,passport_number,passport_issued_by,address,phone,email
325,Воронова,Тамара,Валентиновна,1957-11-13,7124,962050,ГУ МВД России по респ. Дагестан,"клх Серафимович, наб. Октября, д. 58 к. 834, 098898",8 456 522 03 68,firs95@example.org
326,Ермаков,Григорий,Валерианович,1969-01-08,1861,615633,ГУ МВД России по Красноярский край,"п. Зеленогорск (Ленин.), наб. Веселая, д. 34 к. 938, 090883",+7 705 349 6782,lavr1977@example.net
327,Самойлова,Виссарион,Феофанович,1993-06-13,1983,760021,ГУ МВД России по Ямало-Ненецкий АО,"ст. Джейрах, бул. Огородный, д. 2 к. 61, 854781",8 061 853 8003,fevronijamelnikova@example.org
328,Карпов,Капитон,Харитонович,1991-03-17,9716,259097,ГУ МВД России по Ростовская обл.,"к. Гусь-Хрустальный, бул. Целинный, д. 70, 789320",8 496 935 78 24,kuzmaagafonov@example.com
329,Горбачева,Агафья,Тимурович,1978-09-29,2982,418594,ГУ МВД России по Хабаровский край,"г. Кемерово, ш. Высотное, д. 8/6, 612751",8 627 796 3044,ermola_2023@example.com
330,Куликова,Фаина,Захарьевич,1949-07-10,2041,224205,ГУ МВД России по Пермский край,"ст. Саратов, пр. Троицкий, д. 447 к. 1, 763928",+7 (199) 529-8006,guljaevmarian@example.com
331,Наумова,Фадей,Арсенович,1997-07-26,8163,735770,ГУ МВД России по респ. Татарстан,"д. Камышин, ш. Димитрова, д. 34, 563830",+7 081 867 0244,danilovazinaida@example.org
332,Галкина,Владилен,Эдуардовна,1963-12-04,8689,336650,ГУ МВД России по Ямало-Ненецкий АО,"ст. Вендинга, ул. Дарвина, д. 1/1, 196394",8 680 447 3149,nazar1989@example.com
333,Зуев,Орест,Артемовна,1951-09-20,7658,572398,ГУ МВД России по Ставропольский край,"с. Анадырь, бул. Льва Толстого, д. 9 к. 173, 375791",+75211823793,baranovolimpi@example.net
334,Блохин,Станимир,Наумовна,2002-06-01,6648,717113,ГУ МВД России по Белгородская обл.,"с. Минусинск, наб. Короткая, д. 759 стр. 943, 875357",8 (881) 161-62-02,pelageja_1978@example.org
335,Шашков,Викентий,Алексеевич,1958-10-25,6449,696251,ГУ МВД России по Ямало-Ненецкий АО,"п. Усолье Сибирское, пр. Зеленый, д. 2 к. 5/5, 959224",8 (395) 894-7735,glafiranazarova@example.net
336,Блохин,Автоном,Жоресович,2001-10-29,8917,739244,ГУ МВД России по Ханты-Мансийский АО,"г. Адыгейск, бул. Енисейский, д. 91 к. 6/2, 979215",8 (350) 344-6945,qrozhkova@example.net
337,Тимофеева,Василиса,Германович,1982-03-15,2236,755900,ГУ МВД России по респ. Удмуртия,"клх Кашхатау, алл. Механическая, д. 728 к. 5, 320331",82227051028,paramon2015@example.com
338,Елисеев,Сидор,Романовна,1967-08-23,3743,792509,ГУ МВД России по респ. Калмыкия,"ст. Орехово-Зуево, пр. Крылова, д. 9 стр. 9, 932426",8 (774) 186-5205,uljana2015@example.com
339,Якушев,Ермил,Георгиевна,1994-12-16,2030,351516,ГУ МВД России по Новгородская обл.,"клх Александров, пр. Ватутина, д. 50, 154809",+70476044090,juvenali2013@example.com
340,Коновалов,Савватий,Робертовна,1978-10-01,3280,178711,ГУ МВД России по респ. Алтай,"д. Елабуга, бул. Тепличный, д. 71 стр. 107, 184390",8 529 580 6601,sidorkulikov@example.net
341,Сергеев,Дементий,Феофанович,1963-07-13,3010,528361,ГУ МВД России по респ. Карачаево-Черкесия,"п. Агинское (Забайк.), наб. 60 лет Октября, д. 257 к. 2/2, 212590",+7 (035) 713-43-24,shcherbakovaija@example.org
342,Матвеев,Феофан,Жанович,1964-05-14,6798,722656,ГУ МВД России по Ханты-Мансийский АО,"п. Ижевск, наб. Щетинкина, д. 2 к. 6/6, 872096",+7 (893) 654-35-88,budimir83@example.com
343,Колобов,Казимир,Александрович,1960-03-27,7047,134225,ГУ МВД России по респ. Татарстан,"п. Снежинск, наб. Жуковского, д. 1/6 стр. 350, 755125",+72782079799,zmartinova@example.com
344,Мартынов,Ипполит,Наумовна,2002-02-22,3946,841296,ГУ МВД России по Пермский край,"к. Бавлы, ш. 9 мая, д. 566, 902824",88392250142,ratmir_62@example.com
345,Александрова,Гедеон,Германович,1945-06-10,4699,576086,ГУ МВД России по Липецкая обл.,"п. Клин, пр. Революционный, д. 92, 072517",8 (637) 673-1625,militsamamontova@example.com
346,Воронцов,Евдокия,Николаевна,2006-06-30,1997,344762,ГУ МВД России по Ненецкий АО,"к. Сунтар, бул. Нагорный, д. 39 стр. 65, 809961",+7 (273) 034-6156,nataljaalekseeva@example.com
347,Носов,Евдокия,Юльевна,1966-07-22,4390,718439,ГУ МВД России по Еврейская АО,"п. Жуковский, бул. Веселый, д. 2/6 к. 360, 298670",8 (660) 464-19-78,emilija_75@example.net
348,Цветков,Денис,Федосьевич,1970-03-19,9435,545790,ГУ МВД России по Еврейская АО,"к. Чита, алл. Смирнова, д. 1/8 к. 1, 775095",+76540842456,tretjakovalidija@example.com
349,Богданов,Эдуард,Брониславович,1988-08-30,2479,335729,ГУ МВД России по Алтайский край,"п. Вендинга, ул. Подлесная, д. 77 стр. 6, 938970",+7 550 291 68 15,panfil60@example.org
350,Копылов,Марина,Ивановна,1996-03-14,9229,378535,ГУ МВД России по респ. Мордовия,"д. Кудымкар, пер. Петровский, д. 859 к. 56, 480962",+74063062447,valeri_33@example.org
351,Кулагин,Ефрем,Арсенович,1993-08-19,2819,162535,ГУ МВД России по Ставропольский край,"д. Оха, пер. Первомайский, д. 6 к. 6, 277382",8 460 917 85 13,moise_1990@example.com
352,Евдокимов,Радислав,Константиновна,1996-06-24,3149,723948,ГУ МВД России по Еврейская АО,"д. Нижний Тагил, пр. Карбышева, д. 848 стр. 96, 691163",+7 (194) 226-8653,msharapova@example.com
353,Воронцова,Митофан,Дмитриевна,1967-02-13,8246,560485,ГУ МВД России по респ. Чувашия,"п. Печора, ш. Металлистов, д. 8 к. 72, 085721",8 966 630 93 29,boleslav_2010@example.net
354,Зыков,Азарий,Зиновьевич,1995-03-17,2569,822131,ГУ МВД России по Иркутская обл.,"к. Апрелевка, пер. 30 лет Победы, д. 82 стр. 4, 735241",+7 397 739 7327,anastasija_1977@example.net
355,Нестеров,Гордей,Демьянович,2002-05-27,4899,522060,ГУ МВД России по Еврейская АО,"клх Плесецк, пр. Добролюбова, д. 964 стр. 198, 704605",8 876 112 49 12,ostromir_52@example.org
356,Меркушев,Епифан,Евсеевич,1999-07-10,4474,666211,ГУ МВД России по респ. Коми,"клх Сухиничи, ш. Троицкое, д. 5, 574949",+7 228 403 5954,ljudmila29@example.net
357,Селиверстов,Любовь,Феоктистович,1966-02-14,7366,184349,ГУ МВД России по Камчатский край,"д. Лянтор, наб. Курская, д. 539 к. 19, 588679",+7 (529) 858-56-72,svetozar_1981@example.com
358,Мишин,Агафон,Кузьминична,2006-06-08,8615,553014,ГУ МВД России по респ. Коми,"п. Кизляр, наб. Виноградная, д. 85, 908335",+7 615 814 8881,tretjakovatatjana@example.net
359,Емельянов,Исай,Федоровна,1962-04-05,5187,362529,ГУ МВД России по Челябинская обл.,"клх Середниково, ул. Физкультурная, д. 2, 128403",+7 (399) 771-8051,samsonandreev@example.com
360,Селиверстов,Евстафий,Бориславович,1951-01-22,1321,340044,ГУ МВД России по Тамбовская обл.,"д. Алдан, пр. Боровой, д. 4/8 стр. 546, 258784",+74835488471,pelagejaivanova@example.com
361,Лыткина,Симон,Харитонович,2006-03-06,9683,715643,ГУ МВД России по Ханты-Мансийский АО,"ст. Рыльск, наб. Мирная, д. 6/9 стр. 23, 348458",8 (149) 392-52-36,galinakostina@example.net
362,Кулагин,Софрон,Харламович,1956-01-29,1296,961322,ГУ МВД России по Чукотский АО,"с. Медногорск, алл. Фрунзе, д. 6 к. 8, 696606",+7 652 740 3344,akim_56@example.com
363,Кудрявцева,Федот,Павловна,1967-07-19,4483,142185,ГУ МВД России по Кемеровская обл.,"г. Бугуруслан, алл. 40 лет Победы, д. 8/1, 734996",+7 105 485 7417,anzhelabolshakova@example.net
364,Муравьева,Георгий,Вилорович,1973-07-17,3270,644173,ГУ МВД России по Краснодарский край,"п. Мценск, пер. Троицкий, д. 1 стр. 61, 732573",8 (553) 449-02-16,zvishnjakov@example.com
365,Белов,Стоян,Ануфриевич,1999-09-11,9366,391668,ГУ МВД России по Алтайский край,"д. Муром, пр. Запорожский, д. 2 стр. 991, 828197",83164772512,radovan_86@example.org
366,Захарова,Куприян,Абрамович,1972-09-14,3384,557058,ГУ МВД России по Еврейская АО,"к. Ростов, наб. Главная, д. 9, 395923",+7 (342) 108-90-28,arhip_55@example.org
367,Аксенов,Егор,Ефимьевич,1990-03-04,9172,195674,ГУ МВД России по Оренбургская обл.,"п. Новокузнецк, алл. Щетинкина, д. 860, 607763",+7 (691) 128-9812,vissarionsubbotin@example.com
368,Жукова,Мирон,Робертовна,1995-10-14,7054,528184,ГУ МВД России по Приморский край,"г. Терскол, пр. Ореховый, д. 170 к. 7/7, 554164",+7 (167) 045-0232,gusevaregina@example.org
369,Тихонова,Рюрик,Рудольфовна,1954-12-05,5251,802685,ГУ МВД России по респ. Алтай,"к. Южно-Курильск, ш. Авиационное, д. 3/3 к. 62, 207346",8 495 005 0702,itarasov@example.com
